Client ID,Age,Gender,Annual Income,Investment Amount,Investment Preference,Transaction Frequency,Risk Tolerance,Engagement Score
5827,52,Male,161290,487252,Stocks,13,High,69
5828,57,Male,126428,246687,Mutual Funds,8,Low,65
5829,34,Female,67471,123501,Mutual Funds,9,Low,53
5830,65,Female,78762,5537,Stocks,15,High,89
5831,34,Male,182587,119233,Stocks,8,Medium,70
5832,65,Male,195379,81552,Bonds,1,High,87
5833,44,Male,179058,302597,Mutual Funds,3,High,33
5834,40,Female,114624,6980,Bonds,19,Medium,78
5835,43,Female,100600,338586,Real Estate,9,Low,36
5836,24,Male,142092,169379,Real Estate,19,Medium,18
5837,25,Female,148336,93966,Bonds,15,Medium,51
5838,68,Male,84888,180916,Stocks,14,High,57
5839,62,Female,172675,164701,Real Estate,1,Low,44
5840,67,Female,98024,425991,Stocks,3,Low,10
5841,63,Male,120728,438245,Bonds,2,Medium,39
5842,66,Male,58897,100934,Stocks,1,High,56
5843,42,Male,179874,197932,Mutual Funds,18,Medium,49
5844,23,Female,177483,200855,Real Estate,1,Low,58
5845,46,Female,90399,259435,Stocks,9,Low,76
5846,37,Male,90692,46988,Stocks,7,High,23
5847,40,Female,173842,453668,Mutual Funds,13,High,7
5848,47,Male,103513,136123,Stocks,17,Medium,45
5849,54,Female,198501,291962,Bonds,13,High,89
5850,41,Male,155041,399902,Bonds,13,Medium,55
5851,59,Female,181409,417421,Bonds,10,High,55
5852,42,Female,122901,486699,Real Estate,6,Medium,77
5853,22,Female,185579,258880,Stocks,5,Low,38
5854,59,Female,89596,406312,Real Estate,10,Low,19
5855,69,Male,100509,113336,Real Estate,14,Low,22
5856,29,Female,38436,472368,Stocks,11,Low,11
5857,44,Male,40086,179159,Stocks,5,Low,3
5858,68,Male,121054,390718,Bonds,4,Low,19
5859,27,Male,180923,275689,Real Estate,3,High,91
5860,30,Male,69732,238066,Real Estate,14,High,7
5861,24,Female,175914,383521,Stocks,13,High,91
5862,64,Male,158928,275628,Real Estate,5,Medium,34
5863,56,Female,151755,464468,Mutual Funds,12,High,11
5864,64,Female,31745,290811,Stocks,10,High,5
5865,57,Female,42697,492952,Bonds,2,Medium,71
5866,48,Female,33879,75111,Mutual Funds,7,Medium,36
5867,24,Male,179571,266407,Mutual Funds,7,Low,5
5868,28,Female,196107,91492,Bonds,4,High,56
5869,67,Male,179723,132000,Mutual Funds,12,High,5
5870,21,Female,105224,81206,Mutual Funds,4,Medium,27
5871,20,Female,143369,151709,Mutual Funds,7,Low,93
5872,59,Male,106524,480098,Real Estate,13,High,27
5873,49,Female,119006,97476,Mutual Funds,8,Medium,32
5874,30,Female,67249,103941,Mutual Funds,14,Medium,89
5875,47,Female,184921,307891,Stocks,3,High,98
5876,63,Female,59076,326893,Bonds,2,Medium,15
5877,31,Female,194196,276635,Real Estate,10,Medium,98
5878,58,Male,176859,320244,Real Estate,6,High,99
5879,45,Female,83462,128569,Bonds,7,Low,54
5880,32,Female,115984,410847,Real Estate,16,High,20
5881,27,Male,101035,485686,Real Estate,6,Low,88
5882,47,Female,33841,163254,Real Estate,16,Medium,34
5883,49,Male,74890,13903,Stocks,12,High,34
5884,28,Female,157727,359866,Stocks,15,High,46
5885,58,Female,55402,324926,Real Estate,3,Low,91
5886,50,Male,141713,82261,Bonds,16,Medium,21
5887,40,Female,135363,344750,Bonds,18,High,97
5888,66,Female,127807,303253,Stocks,15,High,39
5889,53,Male,53237,86604,Stocks,6,Medium,40
5890,50,Male,161625,76086,Mutual Funds,17,Low,44
5891,44,Female,174932,196508,Stocks,2,High,36
5892,31,Male,120439,154239,Real Estate,2,Medium,55
5893,20,Female,37045,30443,Stocks,17,High,89
5894,41,Male,104916,216296,Mutual Funds,19,High,71
5895,59,Female,86435,448856,Mutual Funds,5,High,50
5896,56,Male,128453,120155,Bonds,4,Low,58
5897,66,Male,62261,135560,Bonds,18,Medium,74
5898,20,Male,32853,165620,Real Estate,8,High,74
5899,20,Male,105664,213721,Stocks,9,High,38
5900,61,Male,140884,329502,Mutual Funds,18,High,24
5901,61,Male,78022,354969,Mutual Funds,11,Low,74
5902,40,Male,163808,154232,Bonds,16,High,59
5903,34,Male,63724,366529,Bonds,16,Medium,45
5904,36,Male,41440,444421,Stocks,4,Low,26
5905,41,Female,100716,329424,Mutual Funds,9,Medium,94
5906,57,Male,191356,483061,Bonds,13,High,91
5907,54,Female,136911,303996,Stocks,8,High,83
5908,64,Male,172718,312165,Stocks,11,Low,65
5909,35,Female,115694,373076,Stocks,9,High,97
5910,27,Female,175414,11195,Bonds,18,Medium,11
5911,66,Male,163007,202619,Bonds,3,Medium,50
5912,36,Male,146189,422502,Bonds,18,Medium,58
5913,36,Female,124203,431797,Real Estate,19,High,34
5914,45,Female,129039,82674,Real Estate,9,High,16
5915,32,Male,32838,293863,Real Estate,18,Low,59
5916,36,Male,196402,365720,Bonds,16,Low,1
5917,57,Male,132210,315594,Bonds,14,Medium,41
5918,36,Female,133140,287172,Real Estate,19,Medium,28
5919,67,Male,130166,21192,Mutual Funds,15,Low,15
5920,33,Male,66994,88636,Mutual Funds,4,Low,80
5921,64,Male,60384,76812,Mutual Funds,12,Medium,46
5922,25,Male,75378,32551,Mutual Funds,7,Low,32
5923,54,Male,137318,125920,Real Estate,11,High,39
5924,65,Female,193715,470580,Stocks,7,High,65
5925,33,Female,177998,200383,Stocks,3,Low,73
5926,66,Male,68977,66444,Mutual Funds,4,Low,93
5927,27,Male,53652,169196,Bonds,2,High,89
5928,34,Female,40270,280798,Mutual Funds,15,High,75
5929,46,Male,112804,5203,Mutual Funds,12,Medium,11
5930,32,Female,66417,156201,Stocks,17,Low,70
5931,68,Male,157390,121284,Bonds,18,High,34
5932,50,Female,86042,339294,Stocks,8,Low,50
5933,54,Female,93253,249175,Bonds,8,High,44
5934,25,Male,82723,169336,Real Estate,5,High,14
5935,24,Female,181389,411205,Stocks,9,Low,72
5936,41,Male,197506,394956,Real Estate,5,Medium,25
5937,68,Female,105449,185286,Real Estate,10,High,68
5938,42,Male,111141,465331,Mutual Funds,1,Low,50
5939,44,Male,30557,459894,Bonds,4,High,95
5940,53,Male,137776,193955,Stocks,16,Low,85
5941,45,Female,167112,451661,Mutual Funds,18,Low,32
5942,66,Male,76652,206484,Stocks,12,High,55
5943,24,Male,146048,373298,Real Estate,15,Medium,78
5944,45,Male,90941,205733,Stocks,18,High,92
5945,39,Female,117340,403544,Stocks,5,High,25
5946,25,Male,104828,395206,Mutual Funds,14,Medium,92
5947,25,Female,187182,185040,Bonds,7,Medium,79
5948,69,Female,166421,178112,Stocks,11,Low,52
5949,37,Female,191446,326343,Real Estate,15,Low,56
5950,23,Male,114545,324183,Real Estate,11,Medium,22
5951,36,Male,140623,344376,Mutual Funds,7,Medium,47
5952,33,Female,72591,106683,Real Estate,4,High,70
5953,33,Male,161129,55750,Stocks,1,Medium,51
5954,32,Male,154007,21119,Bonds,2,High,66
5955,26,Female,123829,291161,Stocks,4,High,70
5956,63,Female,94578,184852,Mutual Funds,5,High,87
5957,34,Male,138497,162276,Real Estate,2,Medium,90
5958,38,Female,180193,417778,Stocks,2,Medium,75
5959,62,Male,35493,422644,Stocks,18,High,65
5960,66,Female,132181,261599,Real Estate,14,Medium,92
5961,63,Male,97818,26497,Bonds,3,Low,22
5962,54,Male,150196,270516,Bonds,18,Low,41
5963,36,Female,31431,93683,Bonds,10,High,77
5964,54,Male,130079,284597,Real Estate,6,Medium,47
5965,38,Male,172423,117716,Stocks,2,Low,60
5966,39,Female,193555,319072,Mutual Funds,11,High,22
5967,55,Male,61195,301104,Stocks,18,Low,4
5968,54,Male,183807,22197,Real Estate,14,High,44
5969,51,Male,45203,104456,Real Estate,13,High,41
5970,67,Female,33974,191056,Stocks,7,High,82
5971,63,Female,132769,137955,Real Estate,10,Low,38
5972,59,Female,115222,283795,Stocks,19,High,17
5973,43,Female,42636,483807,Stocks,13,High,89
5974,36,Female,65070,7812,Bonds,2,Low,17
5975,26,Male,59123,100981,Real Estate,12,High,93
5976,62,Male,150973,247248,Real Estate,8,Low,45
5977,69,Male,192884,273706,Bonds,18,High,46
5978,20,Female,189832,470765,Bonds,2,Medium,8
5979,54,Male,34966,264232,Bonds,16,Medium,93
5980,51,Female,148414,337857,Mutual Funds,8,Low,15
5981,55,Male,113962,287613,Real Estate,16,High,33
5982,32,Female,109698,185607,Stocks,8,Low,49
5983,25,Male,177130,459516,Stocks,13,High,10
5984,33,Male,71482,384682,Stocks,6,Low,62
5985,56,Female,32998,101765,Real Estate,1,Medium,55
5986,67,Male,152659,492853,Mutual Funds,2,Low,58
5987,34,Male,91265,360667,Real Estate,7,Medium,63
5988,66,Female,96445,93641,Real Estate,13,Medium,11
5989,23,Male,141033,225075,Real Estate,4,Medium,35
5990,59,Male,195720,87969,Real Estate,9,Low,98
5991,35,Female,108033,285361,Real Estate,19,Low,96
5992,47,Female,114480,101844,Mutual Funds,3,Medium,86
5993,35,Female,168599,145061,Bonds,2,Low,4
5994,23,Female,134000,173307,Stocks,16,High,66
5995,64,Female,164144,89895,Real Estate,10,Medium,33
5996,45,Male,173090,206763,Real Estate,12,High,73
5997,47,Female,59652,192922,Real Estate,18,Medium,35
5998,51,Female,34476,248512,Stocks,2,High,38
5999,64,Male,125768,186514,Mutual Funds,14,Medium,95
6000,21,Male,188554,340641,Stocks,12,Medium,78
6001,50,Male,46219,160055,Mutual Funds,8,Medium,57
6002,22,Male,60448,274330,Bonds,7,Low,95
6003,27,Male,186192,405722,Real Estate,13,High,33
6004,43,Female,36855,439242,Mutual Funds,15,Medium,44
6005,34,Male,162156,182142,Stocks,14,Low,53
6006,62,Female,128856,185023,Mutual Funds,5,Medium,80
6007,50,Male,183016,362905,Mutual Funds,8,High,20
6008,28,Female,194993,129272,Bonds,18,Medium,63
6009,58,Male,91282,274935,Real Estate,5,Low,51
6010,64,Female,117393,197407,Real Estate,9,Medium,14
6011,21,Female,159822,98133,Stocks,10,Medium,35
6012,27,Female,48070,77306,Stocks,17,Medium,45
6013,26,Female,86690,277037,Bonds,3,Medium,33
6014,63,Female,91134,161226,Mutual Funds,1,Low,61
6015,58,Female,117755,94854,Mutual Funds,7,Medium,93
6016,61,Female,136993,448973,Stocks,15,High,72
6017,35,Female,61489,197459,Real Estate,19,High,53
6018,54,Female,53178,176827,Mutual Funds,8,Medium,98
6019,49,Female,109019,372613,Bonds,11,Low,78
6020,29,Male,87956,411730,Stocks,2,High,78
6021,57,Female,92778,429574,Mutual Funds,2,Medium,50
6022,37,Female,194645,224046,Real Estate,11,Medium,15
6023,69,Male,194760,392002,Real Estate,17,Low,42
6024,24,Female,141466,107809,Bonds,10,Medium,20
6025,48,Female,148292,491208,Bonds,5,Low,92
6026,58,Male,129747,28631,Stocks,3,High,68
6027,53,Male,76475,272951,Stocks,9,Medium,7
6028,62,Female,80697,470008,Real Estate,2,Low,66
6029,64,Male,195050,261622,Real Estate,19,Medium,73
6030,42,Female,190749,478908,Mutual Funds,17,Medium,23
6031,24,Female,40272,135184,Mutual Funds,12,High,36
6032,49,Female,167284,16908,Mutual Funds,9,Medium,12
6033,25,Male,51071,160507,Bonds,4,Low,23
6034,65,Female,138644,263887,Bonds,18,Low,95
6035,63,Female,125516,468036,Mutual Funds,16,Low,11
6036,23,Male,178369,66716,Real Estate,10,Medium,1
6037,48,Female,189697,35432,Stocks,12,Medium,77
6038,42,Female,58831,478190,Bonds,11,High,39
6039,25,Female,148313,105458,Bonds,5,Medium,93
6040,51,Female,153950,176582,Mutual Funds,11,Low,70
6041,61,Female,92909,412443,Stocks,16,Low,31
6042,37,Female,59367,478017,Bonds,15,High,9
6043,34,Male,50121,220796,Stocks,6,Low,56
6044,59,Female,65547,154676,Bonds,13,Low,18
6045,51,Female,93642,361245,Stocks,16,Low,59
6046,28,Male,54914,496340,Stocks,3,High,67
6047,56,Female,146664,374638,Bonds,18,High,96
6048,29,Female,178250,233682,Stocks,1,Low,3
6049,39,Male,97258,218713,Real Estate,17,Low,30
6050,25,Male,90563,30790,Bonds,6,Medium,64
6051,67,Male,92607,260645,Bonds,9,Medium,70
6052,22,Male,95638,487110,Real Estate,4,Low,91
6053,61,Male,122971,429160,Stocks,7,Medium,2
6054,30,Male,174334,420403,Real Estate,11,Low,20
6055,62,Male,168525,188618,Bonds,3,Low,81
6056,36,Female,146720,402241,Real Estate,16,Medium,97
6057,51,Female,107760,491907,Stocks,6,High,81
6058,23,Female,167244,160584,Real Estate,7,High,29
6059,23,Male,106788,414123,Bonds,12,High,9
6060,36,Female,47918,478221,Stocks,7,Low,4
6061,60,Male,37197,305068,Bonds,19,Low,40
6062,38,Female,127127,52196,Bonds,16,High,55
6063,24,Female,174749,412626,Mutual Funds,18,High,13
6064,51,Female,172111,179835,Bonds,10,High,6
6065,41,Female,57785,457790,Bonds,1,Low,73
6066,25,Male,34570,370260,Stocks,8,Low,26
6067,54,Male,102242,144722,Stocks,3,Medium,41
6068,41,Female,172727,315970,Stocks,16,Medium,42
6069,20,Male,77907,424493,Real Estate,3,Medium,78
6070,39,Male,39449,325114,Real Estate,2,High,61
6071,41,Female,54630,138528,Stocks,12,Low,62
6072,67,Male,104658,414806,Real Estate,8,Medium,98
6073,30,Male,76371,295036,Mutual Funds,19,Medium,68
6074,32,Male,172063,284884,Real Estate,18,Medium,21
6075,61,Male,54887,181800,Mutual Funds,15,Medium,31
6076,22,Female,43859,278932,Stocks,17,High,43
6077,28,Female,184712,356525,Stocks,18,Low,21
6078,31,Male,78339,208764,Real Estate,18,Low,29
6079,42,Female,32512,379713,Stocks,9,Low,55
6080,33,Female,110982,144223,Stocks,5,Medium,58
6081,52,Female,51912,293659,Bonds,11,High,24
6082,37,Male,150639,147059,Stocks,4,High,45
6083,68,Male,196587,214168,Bonds,10,High,80
6084,60,Female,176488,322818,Stocks,4,Low,9
6085,28,Female,145781,204281,Mutual Funds,3,Low,85
6086,42,Male,132067,314911,Mutual Funds,16,High,66
6087,29,Female,42227,120737,Stocks,11,Medium,2
6088,38,Male,174103,208431,Mutual Funds,9,Low,37
6089,66,Female,63000,306788,Mutual Funds,1,Low,37
6090,24,Male,81253,492117,Mutual Funds,10,Medium,69
6091,66,Male,140848,305885,Real Estate,12,Medium,46
6092,42,Male,97564,332265,Mutual Funds,2,Low,6
6093,49,Male,150921,209890,Bonds,15,Medium,48
6094,44,Female,125969,439651,Real Estate,16,Medium,8
6095,47,Male,152614,406272,Bonds,2,Medium,32
6096,53,Female,179385,236422,Bonds,13,Medium,77
6097,64,Male,105186,223299,Bonds,18,Medium,67
6098,67,Male,82492,230209,Real Estate,19,High,73
6099,66,Female,60364,450634,Stocks,11,Low,68
6100,44,Female,179433,91549,Mutual Funds,14,High,28
6101,29,Female,97949,433729,Mutual Funds,3,High,40
6102,33,Male,136330,487159,Stocks,9,High,16
6103,61,Male,192142,291804,Stocks,5,Low,57
6104,65,Female,133722,7639,Bonds,14,Low,75
6105,49,Male,183481,91856,Real Estate,7,Low,55
6106,60,Female,59854,463828,Bonds,12,High,83
6107,44,Male,126742,339153,Mutual Funds,18,Low,86
6108,33,Male,149625,277766,Stocks,11,High,39
6109,54,Male,59655,123192,Mutual Funds,9,Medium,76
6110,67,Female,171024,285952,Stocks,11,Low,55
6111,53,Male,197437,453852,Real Estate,18,Medium,30
6112,29,Female,96156,469048,Bonds,2,High,42
6113,54,Female,151232,397617,Mutual Funds,13,Low,5
6114,30,Male,45455,290095,Real Estate,15,Low,45
6115,30,Female,162046,486222,Mutual Funds,8,Medium,64
6116,40,Female,42679,121909,Stocks,5,High,32
6117,40,Male,57429,202013,Mutual Funds,5,High,98
6118,41,Female,48073,252889,Real Estate,7,Low,12
6119,64,Female,100207,181148,Real Estate,12,Low,66
6120,26,Male,60365,126522,Bonds,12,Low,52
6121,36,Male,104453,413561,Mutual Funds,9,Low,71
6122,21,Male,136657,136469,Stocks,4,Low,32
6123,31,Female,37784,19665,Mutual Funds,8,High,35
6124,61,Female,142529,19560,Bonds,19,Low,6
6125,37,Male,160229,293520,Stocks,1,Medium,22
6126,30,Female,150913,418073,Stocks,11,Low,89
6127,35,Male,173363,200340,Bonds,13,Low,47
6128,68,Male,56154,365186,Stocks,18,High,13
6129,37,Male,55650,375448,Real Estate,10,High,23
6130,54,Female,125830,239365,Real Estate,13,High,44
6131,45,Female,66201,156382,Stocks,12,Medium,9
6132,35,Male,102920,285472,Mutual Funds,13,High,59
6133,25,Male,192806,177469,Stocks,2,Low,30
6134,63,Female,111451,174231,Mutual Funds,3,High,84
6135,62,Male,142169,387231,Bonds,17,Medium,44
6136,66,Female,129978,234598,Real Estate,19,Low,49
6137,66,Male,72568,448978,Real Estate,12,Low,16
6138,67,Male,186865,209438,Bonds,16,Medium,86
6139,61,Female,82204,195376,Bonds,10,High,74
6140,31,Female,193061,53998,Real Estate,15,High,84
6141,32,Female,46767,386436,Bonds,8,High,53
6142,23,Female,68652,331997,Stocks,19,High,2
6143,58,Female,114244,107304,Stocks,5,Medium,67
6144,21,Male,174455,417264,Mutual Funds,12,Medium,42
6145,45,Male,131733,317361,Mutual Funds,10,High,64
6146,46,Female,90089,444471,Mutual Funds,14,Medium,8
6147,46,Female,56440,485500,Stocks,12,Low,73
6148,34,Male,82443,194692,Real Estate,13,High,92
6149,27,Male,86325,207001,Mutual Funds,17,Low,21
6150,26,Female,85919,257862,Stocks,1,Low,97
6151,66,Female,177683,159957,Real Estate,10,Low,60
6152,65,Male,183529,333283,Bonds,5,High,34
6153,59,Female,171328,338975,Stocks,11,High,4
6154,31,Male,70533,439364,Bonds,10,High,89
6155,32,Male,129826,12103,Mutual Funds,6,Medium,62
6156,62,Female,128995,423467,Real Estate,15,High,96
6157,36,Male,189353,281690,Stocks,9,Low,76
6158,36,Male,97275,260948,Mutual Funds,8,High,2
6159,55,Male,162597,151528,Mutual Funds,6,Medium,50
6160,40,Female,177525,285372,Real Estate,6,High,76
6161,27,Male,167323,478426,Bonds,17,Medium,26
6162,24,Female,138744,267190,Mutual Funds,12,Low,85
6163,45,Male,49507,333499,Real Estate,7,Low,37
6164,35,Male,188978,434791,Real Estate,5,Low,55
6165,55,Male,43193,221014,Stocks,16,Low,18
6166,47,Male,127192,399296,Mutual Funds,6,Low,24
6167,48,Male,94042,466898,Bonds,8,Low,30
6168,66,Female,89516,120965,Bonds,3,Medium,17
6169,31,Female,191764,344606,Mutual Funds,8,Low,80
6170,56,Male,100490,20930,Bonds,7,High,42
6171,49,Female,63512,380620,Real Estate,17,Medium,81
6172,42,Female,171791,85823,Real Estate,19,Medium,12
6173,35,Male,188721,437725,Mutual Funds,14,High,27
6174,33,Female,42402,367665,Bonds,6,High,55
6175,29,Female,132880,256025,Real Estate,7,High,4
6176,26,Female,149764,204494,Mutual Funds,5,High,35
6177,64,Female,170288,83880,Real Estate,19,High,65
6178,56,Male,61050,223626,Mutual Funds,7,Low,76
6179,48,Female,125808,177827,Stocks,9,Medium,29
6180,22,Male,80093,188552,Stocks,12,High,72
6181,34,Male,35050,12293,Mutual Funds,15,High,72
6182,55,Female,76716,73542,Stocks,15,Medium,76
6183,66,Male,145455,65528,Stocks,16,Medium,36
6184,65,Female,163510,422572,Bonds,15,Low,34
6185,38,Male,138686,113885,Stocks,5,Medium,36
6186,32,Female,77431,435127,Bonds,12,High,55
6187,61,Female,46760,150771,Stocks,4,Medium,4
6188,40,Male,177545,164506,Stocks,3,High,11
6189,56,Female,73815,59669,Real Estate,1,Medium,59
6190,46,Female,170329,284746,Mutual Funds,13,Medium,3
6191,48,Female,117986,176858,Stocks,5,Low,74
6192,39,Female,55634,277096,Mutual Funds,12,High,12
6193,44,Male,90403,308828,Mutual Funds,2,Low,73
6194,25,Male,76573,121032,Real Estate,6,Low,21
6195,55,Male,189720,428705,Mutual Funds,5,High,98
6196,21,Female,157099,37905,Mutual Funds,18,Medium,22
6197,41,Male,40296,320746,Stocks,5,Low,18
6198,51,Female,51959,182996,Real Estate,18,Medium,6
6199,35,Female,44570,18381,Mutual Funds,16,Medium,89
6200,37,Female,65423,255666,Stocks,17,Low,79
6201,24,Male,110263,477645,Real Estate,2,Low,65
6202,55,Male,178971,295274,Stocks,17,Low,55
6203,49,Male,196857,35415,Real Estate,10,Medium,40
6204,64,Male,142446,185200,Real Estate,3,High,82
6205,38,Female,86963,89679,Bonds,14,High,52
6206,42,Male,64341,496578,Bonds,19,Low,44
6207,53,Male,35597,120458,Bonds,12,Medium,95
6208,32,Male,171316,136460,Mutual Funds,1,Low,62
6209,62,Male,164868,82652,Stocks,7,Medium,84
6210,48,Female,137127,155878,Real Estate,7,High,89
6211,55,Male,105589,69333,Stocks,13,High,97
6212,41,Male,189600,241388,Mutual Funds,9,Low,74
6213,66,Male,179720,115930,Bonds,5,Low,29
6214,55,Female,113967,271996,Bonds,4,High,19
6215,28,Male,161607,251355,Stocks,5,Medium,28
6216,58,Male,78469,406843,Stocks,12,High,91
6217,38,Male,74493,194889,Real Estate,8,Medium,19
6218,57,Female,75785,165120,Stocks,13,Low,31
6219,25,Female,115017,367430,Real Estate,4,High,54
6220,66,Male,137771,228622,Real Estate,11,Low,99
6221,34,Male,159026,118120,Bonds,15,High,62
6222,39,Female,191941,81596,Stocks,14,Low,14
6223,28,Female,60192,246777,Bonds,18,High,50
6224,51,Female,109941,393841,Real Estate,1,High,59
6225,23,Female,87544,456333,Bonds,1,Low,70
6226,69,Female,165475,260878,Bonds,11,High,58
6227,37,Male,197163,275353,Real Estate,6,High,9
6228,24,Male,35017,58482,Mutual Funds,5,High,57
6229,39,Male,78260,305341,Mutual Funds,13,High,41
6230,42,Male,75938,344838,Stocks,10,Low,27
6231,30,Female,115265,154148,Bonds,6,Low,58
6232,56,Female,134120,122458,Stocks,4,High,81
6233,41,Female,198444,468128,Bonds,4,High,68
6234,23,Female,131728,124614,Stocks,7,Low,58
6235,48,Female,44628,483403,Stocks,16,High,24
6236,63,Male,153239,456698,Real Estate,1,Medium,80
6237,53,Male,173573,94484,Mutual Funds,9,Low,62
6238,32,Male,148165,154151,Mutual Funds,19,High,81
6239,61,Male,191203,412194,Mutual Funds,15,Medium,67
6240,28,Male,119102,186810,Real Estate,9,High,3
6241,61,Female,119360,279849,Mutual Funds,1,High,51
6242,50,Female,149346,425123,Real Estate,1,High,99
6243,26,Female,98348,320976,Bonds,16,Medium,67
6244,23,Female,128348,354511,Real Estate,5,Medium,80
6245,38,Female,122862,321756,Stocks,9,Low,57
6246,61,Male,39402,114165,Stocks,1,High,20
6247,49,Male,121861,340645,Bonds,19,High,45
6248,50,Male,156121,15248,Bonds,16,Medium,6
6249,54,Female,137089,314132,Stocks,3,High,33
6250,40,Female,56000,94169,Mutual Funds,4,High,43
6251,50,Female,119795,100039,Mutual Funds,12,High,50
6252,38,Female,142885,12461,Mutual Funds,7,Medium,27
6253,50,Male,35988,163070,Bonds,15,High,30
6254,51,Female,86999,148893,Stocks,15,High,99
6255,21,Male,143174,24870,Real Estate,5,Low,18
6256,29,Female,90659,18410,Bonds,2,High,30
6257,21,Male,198862,92721,Stocks,12,Medium,90
6258,21,Female,125343,24133,Mutual Funds,19,Medium,15
6259,43,Female,183190,356849,Mutual Funds,5,High,96
6260,36,Male,152453,290503,Mutual Funds,3,Low,99
6261,51,Male,89938,197457,Stocks,6,High,76
6262,35,Female,35149,32400,Mutual Funds,13,High,62
6263,35,Male,68079,39173,Stocks,15,High,21
6264,65,Female,163556,16179,Bonds,4,Medium,12
6265,58,Female,143316,369023,Real Estate,7,High,49
6266,50,Male,78601,197958,Mutual Funds,18,Medium,1
6267,62,Female,73809,40495,Bonds,7,Low,75
6268,43,Female,181863,273631,Bonds,12,High,55
6269,20,Male,187720,19760,Stocks,11,Medium,25
6270,30,Female,192162,394744,Bonds,12,Medium,47
6271,40,Female,120636,96975,Stocks,15,Medium,73
6272,23,Female,160366,97465,Stocks,8,High,39
6273,26,Female,131477,207899,Bonds,11,Low,27
6274,45,Male,47857,491224,Stocks,18,Medium,93
6275,66,Male,155305,296547,Stocks,10,High,50
6276,69,Male,83709,204109,Stocks,8,Medium,91
6277,31,Female,146839,120625,Bonds,6,Medium,55
6278,50,Male,153307,375720,Real Estate,3,High,28
6279,36,Male,152850,6755,Stocks,12,Medium,57
6280,52,Male,50948,133500,Mutual Funds,17,Medium,82
6281,30,Female,63782,172230,Bonds,3,High,79
6282,47,Male,112789,76352,Bonds,18,Low,16
6283,51,Male,135217,481352,Stocks,12,Low,87
6284,20,Female,168721,430832,Bonds,16,Low,94
6285,66,Female,190074,383035,Mutual Funds,10,Low,56
6286,47,Female,64723,203498,Real Estate,19,High,35
6287,61,Female,104314,343903,Bonds,9,High,28
6288,26,Female,120312,117133,Bonds,14,Low,46
6289,21,Female,41809,423182,Bonds,14,High,67
6290,61,Male,169374,12688,Stocks,4,Low,16
6291,43,Male,38100,240876,Mutual Funds,15,Medium,79
6292,23,Female,107627,175556,Real Estate,2,Medium,83
6293,63,Female,104635,195927,Mutual Funds,18,Medium,74
6294,38,Male,85020,425769,Mutual Funds,2,Low,49
6295,45,Female,35663,336426,Bonds,18,Medium,68
6296,30,Female,125440,455658,Real Estate,8,Low,22
6297,59,Male,77136,154651,Mutual Funds,10,High,18
6298,69,Female,136602,149086,Real Estate,4,Medium,22
6299,62,Female,66104,53443,Stocks,10,Medium,16
6300,30,Male,69137,178033,Bonds,10,Medium,56
6301,64,Male,163606,454717,Stocks,3,High,3
6302,22,Male,97762,194986,Real Estate,4,Low,53
6303,31,Male,170657,386230,Bonds,10,Medium,35
6304,22,Male,106438,41397,Stocks,7,Medium,80
6305,61,Female,66392,340446,Bonds,12,Low,85
6306,46,Female,114267,469899,Stocks,7,Medium,21
6307,68,Female,192198,380561,Mutual Funds,13,Medium,65
6308,21,Female,72485,248818,Bonds,8,Medium,57
6309,68,Female,75798,183250,Real Estate,13,Low,94
6310,35,Male,170089,6063,Bonds,1,Medium,47
6311,21,Female,186772,472582,Real Estate,16,High,34
6312,49,Female,120680,407550,Stocks,19,Low,48
6313,39,Female,125446,80848,Stocks,19,Medium,39
6314,57,Female,197579,423343,Real Estate,13,High,87
6315,47,Female,119938,172115,Stocks,7,High,98
6316,44,Male,67232,333656,Bonds,15,High,30
6317,51,Female,185092,115687,Stocks,6,High,50
6318,29,Female,127239,131230,Real Estate,4,High,97
6319,61,Female,87172,266234,Real Estate,11,Medium,16
6320,59,Female,127305,213347,Mutual Funds,19,High,94
6321,52,Female,174818,140141,Real Estate,2,Low,3
6322,32,Female,34094,266252,Stocks,17,Medium,61
6323,60,Male,98466,395311,Real Estate,15,Medium,2
6324,61,Female,129067,151676,Stocks,18,High,26
6325,66,Male,60755,19612,Stocks,12,High,18
6326,56,Male,172624,447318,Mutual Funds,3,Medium,66
6327,35,Female,180851,44170,Stocks,17,Low,40
6328,64,Female,59000,181173,Real Estate,14,Medium,3
6329,41,Female,87564,70881,Real Estate,6,Medium,17
6330,39,Male,175174,173782,Real Estate,4,High,24
6331,69,Female,162933,483078,Stocks,8,Low,2
6332,62,Female,73574,389236,Real Estate,3,High,70
6333,46,Female,193754,382908,Bonds,8,High,40
6334,60,Male,108819,145435,Bonds,13,High,26
6335,35,Male,121133,401986,Real Estate,19,High,57
6336,53,Female,107972,387484,Stocks,15,Low,49
6337,51,Male,151237,311265,Real Estate,7,High,57
6338,45,Female,123960,78960,Bonds,3,High,56
6339,44,Male,104426,16990,Stocks,19,Low,70
6340,21,Female,68297,471800,Real Estate,10,Medium,76
6341,31,Male,144147,99258,Stocks,16,High,21
6342,59,Female,38299,132640,Real Estate,14,Medium,16
6343,28,Female,71384,311803,Mutual Funds,8,High,6
6344,31,Male,147182,37137,Stocks,11,High,34
6345,45,Male,106693,20573,Bonds,19,Low,59
